id,status,add_extent,optimal_extent,n_faces
14866,ok,47.5254,44.8016,29
14867,ok,48.6623,48.6623,11
14868,ok,46.3371,46.3371,30
14869,ok,47.6727,47.6727,24
1487,ok,48.3574,48.3574,15
14870,ok,38.6925,38.6925,16
14871,ok,41.5143,41.5143,37
14872,ok,42.5699,42.5699,22
14873,ok,38.0811,36.8308,28
14874,ok,37.5987,37.5987,32
14875,ok,20.9657,20.9657,27
14876,ok,42.6147,42.6147,16
14877,ok,39.2509,39.2509,38
14878,ok,45.3454,45.3454,16
14879,ok,34.7896,34.7896,16
1488,ok,48.6312,48.6312,21
14880,ok,46.6431,46.6431,14
14881,ok,30.7468,30.7468,23
14882,ok,42.6586,42.6586,29
14883,ok,32.9976,32.9976,21
14884,ok,39.9915,39.9915,28
14885,ok,34.4750,34.4750,12
14886,ok,49.7875,49.7875,20
14887,ok,26.7561,26.7561,20
14888,ok,42.8817,42.8817,35
14889,ok,45.7917,45.7917,29
1489,ok,41.0747,41.0747,16
14890,ok,27.2994,27.2994,22
14891,ok,28.5284,28.5284,25
14893,ok,38.9540,34.7060,17
14894,ok,38.0201,36.9624,18
14895,ok,44.3066,44.3066,13
14896,ok,27.9201,24.5796,14
14897,ok,40.3253,40.3253,31
14898,ok,38.2515,38.2515,26
14899,ok,31.1913,31.1913,15
149,ok,33.7052,33.7052,18
1490,ok,40.8669,40.8669,31
14900,ok,44.3447,44.3447,22
14901,ok,39.6475,39.6475,17
14902,ok,41.0551,41.0551,14
14903,ok,23.3039,23.3039,19
14904,ok,44.3311,44.3311,29
14905,ok,38.5882,38.5882,23
14906,ok,46.7271,46.7271,28
14907,ok,42.8573,42.8573,17
14908,ok,45.1536,45.1536,11
14909,ok,31.0688,31.0688,38
1491,ok,32.6295,32.6295,23
14910,ok,49.0164,49.0164,33
14911,ok,45.3527,45.3527,9
14912,ok,38.5676,38.5676,17
14913,ok,44.6723,44.6723,23
14914,ok,32.0108,32.0108,17
14915,ok,40.8074,40.8074,43
14916,ok,36.5847,36.5847,17
14917,ok,42.9207,42.9207,16
14918,ok,47.8002,47.8002,21
14919,ok,42.9016,42.9016,30
1492,ok,49.6465,49.6465,28
14920,ok,47.4325,47.4325,20
14921,ok,35.8272,35.8272,21
14922,ok,34.3545,34.3545,16
14923,ok,38.7095,38.7095,9
14924,ok,28.0496,28.0496,28
14925,ok,38.3163,38.3163,33
14926,ok,39.5785,39.5785,21
14927,ok,38.3533,38.3533,21
14929,ok,18.6781,18.6781,25
1493,ok,34.2991,34.2991,15
14930,ok,37.9948,37.9948,25
14931,ok,32.6495,32.6495,20
14932,ok,44.4328,44.4328,13
14933,ok,23.5341,23.5341,18
14934,ok,26.6184,26.6184,22
14935,ok,25.7648,25.7648,16
14936,ok,49.6750,49.6750,23
14937,ok,44.5992,44.5992,16
14938,ok,45.8698,45.8698,26
14939,ok,32.3070,32.3070,16
1494,ok,45.7916,45.7916,21
14940,ok,44.2466,44.2466,37
14941,ok,35.0919,35.0919,20
14942,ok,41.2356,41.2356,17
14943,ok,41.2898,41.2898,20
14944,ok,37.6263,37.6263,38
14945,ok,42.6213,42.6213,21
14946,ok,47.4095,47.4095,50
14947,ok,35.6884,35.6884,30
14948,ok,46.7457,46.7457,30
14949,ok,29.3749,29.3749,33
1495,ok,32.1821,32.1821,39
14950,ok,45.2074,45.2074,21
14951,ok,44.0307,44.0307,20
14952,ok,29.1647,29.1647,32
14953,ok,47.6631,47.6631,44
14954,ok,21.6300,21.6300,35
14955,ok,23.0044,23.0044,30
14956,ok,29.6665,29.6665,21
14958,ok,43.7761,43.7761,12
14959,ok,46.4041,46.4041,26
1496,ok,38.3746,38.3746,22
14960,ok,39.4604,39.4604,17
14961,ok,36.1743,36.1743,14
14962,ok,42.8444,42.8444,12
14963,ok,39.2046,39.2046,19
14964,ok,43.1855,43.1855,41
14965,ok,41.9032,41.9032,32
14966,ok,34.8671,34.5972,17
14967,ok,39.8045,39.8045,38
14968,ok,49.6040,49.6040,19
14969,ok,49.2563,49.2563,17
1497,ok,45.9800,45.9800,22
14970,ok,49.7494,49.7494,17
14971,ok,42.6361,42.6361,20
14972,ok,47.2890,47.2890,12
14973,ok,26.3953,26.3953,15
14974,ok,37.8039,37.8039,24
14975,ok,38.5886,38.5886,26
14976,ok,35.9464,35.9464,18
14977,ok,21.7198,21.7198,16
14978,ok,44.5549,44.5549,21
14979,ok,29.7928,29.6350,31
1498,ok,39.4932,35.1864,26
14980,ok,45.4571,45.4571,15
14981,ok,39.7285,39.7285,39
14982,ok,45.1855,45.1855,29
14983,ok,47.3206,47.3206,23
14984,ok,37.1133,37.1133,20
14985,ok,35.4431,35.4431,29
14986,ok,25.8517,25.8517,13
14987,ok,32.7499,32.7499,15
14988,ok,49.9767,49.9767,26
14989,ok,34.5013,34.5013,18
1499,ok,18.1195,18.1195,38
14990,ok,31.0958,31.0958,29
14991,ok,43.9384,43.9384,23
14992,ok,18.5592,18.5592,16
14993,ok,44.2383,44.2383,33
14994,ok,36.5679,36.5679,12
14995,ok,44.9660,44.9660,17
14996,ok,47.2307,47.2307,13
14997,ok,45.0080,45.0080,20
14998,ok,37.3804,37.3804,33
14999,ok,47.1603,46.8028,21
15,ok,45.1121,45.1121,10
150,ok,23.7856,23.7856,18
1500,ok,48.6087,48.6087,12
15000,ok,27.7747,27.7747,25
15001,ok,37.9886,37.9886,41
15002,ok,49.8430,49.8430,23
15003,ok,49.1229,49.1229,18
15004,ok,46.1128,46.1128,19
15005,ok,49.7119,49.7119,16
15006,ok,39.4981,39.4981,19
15007,ok,39.5823,38.2570,20
15008,ok,33.7416,33.7416,34
15009,ok,40.2956,40.2956,21
1501,ok,40.5677,40.5677,30
15010,ok,35.1731,35.1731,30
15011,ok,37.8343,37.8343,34
15012,ok,48.0877,48.0877,19
15013,ok,44.8054,44.8054,29
15014,ok,27.0015,27.0015,35
15015,ok,25.6568,25.6568,40
15016,ok,50.4180,44.9198,19
15017,ok,48.6048,48.6048,18
15018,ok,38.7618,38.7618,25
15019,ok,35.0178,35.0178,24
1502,ok,55.7224,49.6457,22
15020,ok,47.1644,47.1644,22
15021,ok,37.5265,37.5265,16
15022,ok,36.1018,36.1018,19
15023,ok,46.5009,46.5009,30
15024,ok,35.7972,35.7972,18
15025,ok,43.1937,43.1937,17
15026,ok,27.7913,27.7913,22
15027,ok,48.9001,48.9001,15
15028,ok,50.1043,49.3472,32
15029,ok,32.3949,32.3949,12
1503,ok,49.1389,49.1389,12
15030,ok,49.2591,49.2591,24
15031,ok,43.2363,43.2363,29
15032,ok,49.3407,49.3407,19
15033,ok,37.4462,37.4462,24
15034,ok,45.4291,45.4291,48
15035,ok,36.7953,36.7953,15
15036,ok,30.6445,30.6445,17
15037,ok,39.4004,39.4004,21
15038,ok,35.5172,35.5172,37
15039,ok,37.9010,37.9010,19
1504,ok,17.2364,17.2364,25
15040,ok,46.5119,46.5119,25
15041,ok,45.8409,45.8409,21
15042,ok,22.5098,22.5098,26
15043,ok,47.4864,47.4864,24
15045,ok,30.5364,29.1237,28
15046,ok,27.8357,27.8357,13
15047,ok,45.8520,45.8520,20
15048,ok,42.4391,42.4391,15
15049,ok,41.3418,40.4457,18
1505,ok,43.8880,43.8880,37
15050,ok,49.6755,49.6755,19
15051,ok,48.6901,48.6901,25
15052,ok,35.1222,35.1222,15
15053,ok,40.0711,40.0711,19
15054,ok,32.6760,32.4550,44
15055,ok,25.7560,25.7560,33
15056,ok,38.5046,38.5046,15
15057,ok,44.2006,44.2006,28
15058,ok,34.1600,30.9481,20
15059,ok,23.8496,23.8496,16
1506,ok,41.7656,41.7656,28
15060,ok,46.3085,46.3085,25
15061,ok,42.7289,42.7289,24
15062,ok,39.5888,39.5888,31
15063,ok,42.6288,42.6288,27
15064,ok,29.3505,26.3087,17
15065,ok,41.2451,41.2451,24
15066,ok,44.8037,44.8037,16
15067,ok,40.1274,40.1274,33
15068,ok,38.1359,38.1359,22
15069,ok,19.8890,19.8890,37
1507,ok,25.8746,25.5139,16
15070,ok,42.3981,42.3981,41
15071,ok,40.1578,40.1578,33
15072,ok,33.5114,33.5114,15
15073,ok,36.6765,36.2019,17
15075,ok,34.7642,34.7642,22
15076,ok,48.8333,48.8333,28
15077,ok,54.6239,48.6671,27
15078,ok,41.8016,41.8016,39
15079,ok,49.6776,49.6776,13
1508,ok,43.8922,43.8922,20
15080,ok,48.8754,48.8754,20
15081,ok,49.4544,49.4544,14
15082,ok,48.3014,48.3014,26
15083,ok,46.7206,46.7206,29
15084,ok,47.6015,47.6015,32
15085,ok,42.8963,42.8963,21
15086,ok,43.8178,43.8178,14
15087,ok,43.7513,43.7512,18
15088,ok,34.5934,34.5934,29
15089,ok,27.2501,27.2501,15
1509,ok,48.8882,48.8882,28
15091,ok,44.5874,44.5874,28
15092,ok,44.7197,44.7197,29
15093,ok,43.2028,43.2028,27
15094,ok,26.0643,26.0643,34
15095,ok,26.8280,26.8280,30
15096,ok,40.4032,40.4032,19
15097,ok,32.1064,32.1064,16
15098,ok,32.5201,32.5201,19
15099,ok,44.1302,44.1302,29
151,ok,48.2026,48.2026,13
1510,ok,45.3051,45.3051,14
15100,ok,48.5093,48.5093,23
15101,ok,49.2785,49.2785,35
15102,ok,49.3932,49.3932,45
15103,ok,35.0960,35.0960,15
15104,ok,48.8031,48.8031,19
15105,ok,46.6054,46.6054,24
15106,ok,45.9129,45.9129,29
15107,ok,35.3024,35.3024,37
15108,ok,45.7878,45.7878,10
15109,ok,46.6248,46.6248,19
1511,ok,45.1762,45.1762,26
15110,ok,46.1101,46.1101,26
15111,ok,38.1209,38.1209,15
15112,ok,37.0976,37.0976,41
15113,ok,48.5246,48.5246,12
15114,ok,39.9779,39.9779,15
15115,ok,39.8887,39.8887,34
15116,ok,38.8376,38.8376,29
15117,ok,47.1316,47.1316,32
15118,ok,27.9192,27.9192,26
15119,ok,41.4872,41.4872,39
1512,ok,45.0582,45.0582,13
15120,ok,47.2869,47.2869,41
15121,ok,45.5730,45.5730,35
15122,ok,48.4505,48.4505,19
15123,ok,40.5139,40.5139,17
15124,ok,25.2165,25.2165,23
15125,ok,39.8493,38.2841,13
15126,ok,47.6741,47.6741,17
15127,ok,36.5502,36.5502,13
15128,ok,32.4368,32.4368,33
15129,ok,24.1841,24.1841,33
1513,ok,46.4731,46.4731,38
15130,ok,39.6599,39.6599,30
15131,ok,49.7129,49.7129,13
15132,ok,27.3494,27.3494,28
15133,ok,29.5746,29.5746,30
15134,ok,37.0195,37.0195,33
15135,ok,35.2171,35.2171,25
15136,ok,29.8524,29.8524,40
15137,ok,15.9141,15.9141,22
15138,ok,45.1508,45.1508,23
15139,ok,43.5956,43.5956,17
1514,ok,46.7266,46.7266,17
15140,ok,45.0948,45.0948,20
15141,ok,31.1385,31.1385,13
15142,ok,31.5167,31.5167,54
15143,ok,46.7824,46.7824,32
15144,ok,21.6948,21.6948,36
15145,ok,49.8923,49.8923,36
15146,ok,42.4708,42.4708,29
15147,ok,48.9542,48.9542,28
15148,ok,27.8070,27.8070,22
15149,ok,34.6254,34.6254,32
1515,ok,38.0627,38.0627,29
15150,ok,30.3598,30.3598,23
15151,ok,44.0267,44.0267,29
15152,ok,40.8510,40.8510,20
15153,ok,49.9736,49.9736,33
15154,ok,47.3160,47.3160,21
15155,ok,26.4486,26.4486,13
15156,ok,31.5927,31.5927,40
15157,ok,44.4656,44.4656,27
15158,ok,34.4780,34.4780,27
15159,ok,44.4557,44.4557,14
1516,ok,46.8640,46.8640,29
15160,ok,33.7840,33.7840,17
15161,ok,34.6057,34.6057,28
15162,ok,20.9248,20.9248,24
15163,ok,44.5550,44.5550,32
15164,ok,42.7403,42.7403,13
15165,ok,48.6531,48.6531,32
15166,ok,45.5576,45.5576,29
15167,ok,28.2413,28.2413,20
15168,ok,47.2103,47.2103,27
15169,ok,47.8983,47.8983,17
1517,ok,48.2627,48.2627,41
15170,ok,37.3100,37.3100,24
15171,ok,45.4823,45.4823,14
15172,ok,47.6248,47.6248,16
15173,ok,47.2698,47.2698,35
15174,ok,31.5038,31.5038,20
15175,ok,37.0375,37.0375,34
15176,ok,39.7058,39.7058,28
15177,ok,43.8869,43.8869,8
15178,ok,33.4325,33.4325,16
15179,ok,34.7273,34.7273,12
1518,ok,38.2212,38.2212,19
15180,ok,34.3046,34.3046,15
15181,ok,44.8767,44.8767,12
15182,ok,40.1202,40.1202,35
15183,ok,47.8311,47.8311,34
15185,ok,46.1065,46.1065,14
15186,ok,33.5068,33.5068,26
15187,ok,39.2652,39.2652,25
15188,ok,40.4461,40.4461,28
15189,ok,49.1075,49.1075,34
1519,ok,35.5067,35.5067,17
15190,ok,45.6799,45.6799,18
15191,ok,25.2511,25.2511,19
15192,ok,37.2719,37.2719,24
15193,ok,39.0574,39.0574,27
15194,ok,36.7385,36.7385,18
15195,ok,35.0146,35.0146,21
15196,ok,32.2465,32.2465,21
15197,ok,45.0787,45.0787,46
15198,ok,37.1894,37.1894,47
15199,ok,33.0394,33.0394,28
152,ok,45.6046,45.6046,18
1520,ok,46.0105,46.0105,23
15200,ok,37.4806,36.4768,24
15201,ok,40.6249,40.6249,30
15202,ok,39.7911,39.7911,29
15203,ok,43.6485,43.6485,17
15204,ok,46.5647,46.5647,15
15206,ok,48.6036,48.6036,18
15207,ok,39.5160,39.5160,13
15208,ok,47.8713,47.8713,21
15209,ok,32.1800,32.1800,13
1521,ok,38.1682,38.1682,14
15210,ok,32.0539,32.0539,31
15211,ok,31.6606,31.6606,14
15212,ok,38.3583,38.3583,34
15213,ok,40.5135,40.5135,22
15214,ok,43.1449,43.1449,17
15215,ok,42.6975,42.6975,18
15216,ok,37.4937,37.4937,21
15217,ok,48.7797,48.7797,28
15218,ok,27.1104,27.1104,41
15219,ok,49.8911,49.8911,16
1522,ok,26.6667,26.6667,22
15220,ok,43.5440,43.5440,26
15221,ok,47.7357,47.7357,12
15222,ok,41.0085,41.0085,22
15223,ok,34.3157,34.3157,35
15224,ok,31.8080,31.8080,24
15225,ok,29.7405,29.7405,30
15226,ok,25.7707,25.7707,28
15227,ok,40.7119,40.7119,17
15228,ok,31.2126,31.2126,33
15229,ok,28.0312,28.0312,21
1523,ok,47.6427,47.6427,14
15230,ok,48.5429,48.5429,17
15232,ok,43.6622,43.6622,16
15233,ok,30.5449,30.5449,9
15234,ok,25.8150,25.4323,24
15235,ok,36.2160,36.2160,33
15236,ok,48.2366,48.2366,16
15237,ok,41.7391,41.7391,26
15238,ok,44.3677,44.3677,32
15239,ok,23.0620,23.0620,13
1524,ok,41.0279,41.0279,15
15240,ok,22.6511,22.5609,39
15241,ok,37.9497,37.9497,32
15242,ok,43.0092,43.0092,23
15243,ok,48.7963,48.7963,17
15244,ok,29.3109,29.3109,32
15245,ok,26.7661,26.7661,36
15246,ok,45.2667,45.2667,23
15247,ok,47.1379,47.1379,23
15248,ok,28.7385,28.7385,27
15249,ok,36.9514,36.9514,12
1525,ok,41.8382,41.8382,16
15250,ok,49.4185,49.4185,30
15251,ok,26.7317,23.5678,30
15252,ok,31.3929,27.9694,28
15253,ok,27.2071,26.8727,17
15254,ok,43.9711,43.9711,15
15255,ok,36.8666,36.8666,30
15256,ok,33.4329,33.4329,16
15258,ok,49.8760,49.8760,29
15259,ok,49.4891,49.4891,27
1526,ok,43.9480,43.9480,10
15260,ok,46.7999,46.7999,21
15261,ok,49.1344,49.1344,25
15262,ok,36.4558,36.4558,15
15263,ok,15.8897,15.8897,11
15264,ok,49.0270,49.0270,24
15265,ok,42.5595,42.5595,30
15266,ok,41.7742,41.7742,19
15267,ok,37.8971,37.8971,18
15268,ok,45.7269,45.7269,28
15269,ok,48.5780,48.5780,14
1527,ok,36.7563,36.7563,27
15270,ok,41.4167,40.8052,14
15271,ok,43.3896,43.3896,28
15272,ok,43.4369,43.4369,18
15273,ok,42.8773,42.8773,28
15274,ok,36.0076,36.0076,11
15275,ok,32.5376,32.5376,30
15276,ok,43.0708,43.0708,18
15277,ok,44.6492,44.6492,11
15278,ok,34.3834,34.3834,20
15279,ok,42.1367,42.1367,21
1528,ok,48.0451,48.0451,25
15280,ok,46.3650,46.3650,14
15281,ok,45.1565,45.1565,29
15282,ok,26.4520,26.4520,25
15283,ok,40.8026,40.8026,17
15284,ok,35.5938,35.5938,35
15285,ok,49.5271,49.5271,15
15286,ok,37.7584,37.7584,19
15287,ok,45.4769,45.4769,14
15288,ok,47.0957,47.0957,31
15289,ok,45.9512,45.9512,11
1529,ok,42.9724,42.9724,26
15290,ok,47.3237,47.3237,24
15291,ok,49.6604,49.6604,23
15292,ok,42.3322,42.3322,22
15293,ok,47.2640,47.2640,14
15294,ok,44.2404,44.2404,19
15295,ok,49.4793,49.4793,13
15296,ok,48.2627,48.2627,19
15297,ok,43.2527,43.2527,35
15298,ok,42.8521,42.8521,16
15299,ok,48.4300,48.4300,34
153,ok,40.1979,40.1979,29
1530,ok,46.1813,46.1813,40
15300,ok,47.2383,47.2383,30
15301,ok,49.1625,49.1625,28
15302,ok,38.3023,38.3023,19
15303,ok,43.2583,43.2583,33
15304,ok,41.6609,41.0789,20
15305,ok,29.7127,29.7127,28
15306,ok,25.5562,25.5562,23
15307,ok,28.5246,28.5246,26
15308,ok,31.4656,31.4656,24
15309,ok,40.6081,40.6081,22
1531,ok,25.3137,25.3137,15
15310,ok,48.0260,47.7916,32
15311,ok,44.0436,44.0436,24
15312,ok,40.2595,40.2595,21
15313,ok,44.1883,44.1883,19
15314,ok,34.8916,34.8916,28
15315,ok,45.7413,45.7413,22
15316,ok,32.1816,32.1816,24
15317,ok,37.4734,37.4734,34
15318,ok,47.0724,47.0724,14
15319,ok,48.1776,45.6939,22
1532,ok,39.8871,39.8871,18
15320,ok,46.5724,46.5724,16
15321,ok,36.2104,36.2104,17
15322,ok,36.7101,36.7101,33
15323,ok,54.1926,49.0403,13
15324,ok,33.2606,33.2606,18
15325,ok,55.4743,49.4247,17
15326,ok,49.9826,49.9826,26
15327,ok,44.7016,44.7016,17
15328,ok,35.2311,35.2310,27
15329,ok,19.9060,19.9060,32
1533,ok,49.4771,49.4771,29
15330,ok,35.6928,35.6928,14
15331,ok,48.5651,48.5651,20
15332,ok,40.9273,40.9273,14
15333,ok,27.4737,27.4737,35
15334,ok,49.6543,49.6543,16
15335,ok,32.6235,32.6235,29
15336,ok,45.3035,45.3035,23
15337,ok,49.3324,43.3499,25
15338,ok,33.7475,33.7475,15
15339,ok,49.9522,49.9522,26
1534,ok,40.1530,40.1530,21
15340,ok,39.1656,39.1656,16
15341,ok,51.0230,49.7092,22
15342,ok,29.5778,29.5778,20
15343,ok,45.5992,45.5992,22
15344,ok,39.2952,39.2952,15
15345,ok,27.3249,27.3249,23
15346,ok,35.9947,35.9947,40
15348,ok,47.3037,47.3037,21
15349,exception:ValueError,-1.0000,-1.0000,-1
1535,ok,43.8612,43.8612,20
15350,ok,29.0643,29.0643,8
15351,ok,49.3530,49.3530,28
15352,ok,33.4485,33.4485,28
15353,ok,39.2051,39.2051,28
15354,ok,32.3098,32.3098,24
15355,ok,42.3363,42.3363,37
15356,ok,41.9135,41.9135,20
15357,ok,43.7114,41.8963,31
15358,ok,47.8641,47.8641,31
15359,ok,45.4120,45.4120,25
1536,ok,49.5149,49.5149,29
15360,ok,32.7969,32.7969,18
15361,ok,23.7243,23.7243,15
15362,ok,42.2082,42.2082,24
15363,ok,48.7240,48.7240,28
15364,ok,41.8100,41.8100,21
15365,ok,34.0383,34.0383,15
15366,ok,28.7618,28.7618,27
15367,ok,48.8654,48.8654,30
15368,ok,39.9597,39.9597,32
15369,ok,36.8251,36.8251,18
1537,ok,40.2642,40.2642,20
15370,ok,43.9432,43.9432,12
15371,ok,39.2417,38.1646,9
15372,ok,42.1534,42.1534,27
15373,ok,44.6152,44.6152,34
15374,ok,26.2782,26.2782,31
15375,ok,49.8815,49.8815,19
15376,ok,47.2145,47.2145,24
15377,ok,24.0359,24.0359,24
15378,ok,44.1327,44.1327,21
15379,ok,42.0657,41.3293,20
1538,ok,37.5956,37.5956,25
15380,ok,41.1167,41.1167,31
15381,ok,40.8627,40.8627,21
15382,ok,18.1625,18.1625,43
15383,ok,47.3269,45.7696,15
15384,ok,23.6039,23.6039,17
15385,ok,38.7878,38.7878,32
15386,ok,35.0573,35.0573,11
15387,ok,35.0567,35.0567,30
15388,ok,46.6819,46.6819,27
15389,ok,41.0645,41.0645,24
1539,ok,30.0927,30.0927,20
15390,ok,30.2362,30.2362,13
15391,ok,19.6478,19.6478,29
15392,ok,38.1359,38.1359,25
15393,ok,37.3777,37.3777,29
15394,ok,35.1801,35.1801,16
15395,ok,43.4281,43.4281,24
15396,ok,48.7879,48.7879,28
15398,ok,42.1736,42.1736,35
15399,ok,37.7399,37.7399,24
154,ok,46.8819,46.8819,9
1540,ok,41.1094,41.1094,23
15400,ok,39.3953,39.3953,20
15401,ok,48.2845,48.2845,13
15402,ok,41.3769,41.3769,13
15403,ok,34.3962,34.3962,21
15404,ok,32.8594,32.8594,10
15405,ok,37.5204,37.5204,17
15406,ok,46.7777,45.4931,15
15407,ok,43.2616,41.8877,31
15408,ok,27.6520,27.6520,21
15409,ok,37.4359,37.4359,29
1541,ok,34.7183,32.9717,19
15410,ok,35.8072,35.8072,19
15411,ok,46.5682,46.5682,9
15413,ok,49.4738,49.4738,19
15414,ok,49.9329,49.9329,31
15415,ok,42.9246,42.9246,17
15416,ok,37.8943,37.8943,21
15417,ok,47.1027,47.1027,32
15418,ok,49.4007,49.4007,32
15419,ok,48.0105,48.0105,11
1542,ok,36.1795,36.1795,17
15420,ok,21.6603,21.6603,16
15421,ok,44.9805,44.9805,20
15422,ok,32.2804,32.2804,25
15423,ok,43.6670,43.6670,18
15424,ok,43.7105,43.7105,16
15425,ok,48.6534,48.6534,28
15426,ok,45.6532,45.6532,13
15427,ok,37.4828,37.4828,31
15428,ok,34.3747,34.3747,27
15429,ok,49.5710,49.5710,29
1543,ok,48.8103,48.8103,21
15430,ok,37.2726,37.2726,16
15431,ok,37.5340,37.5340,19
15432,ok,27.1346,27.1346,26
15433,ok,44.2834,44.2834,31
15434,ok,48.2685,48.2685,26
15435,ok,42.7437,42.7437,36
15436,ok,26.2343,26.2343,20
15437,ok,45.5553,45.5553,21
15438,ok,26.1320,26.1320,17
15439,ok,36.3237,36.3237,15
1544,ok,39.9002,37.5632,22
15440,ok,34.2072,34.2072,33
15441,ok,40.2345,39.6997,30
15442,ok,39.9394,39.9394,14
15444,ok,48.8828,48.8828,15
15445,ok,30.3882,30.3882,36
15446,ok,45.6819,45.6819,18
15447,ok,29.5940,29.5940,36
15448,ok,36.1876,36.1876,31
15449,ok,33.9452,33.9452,17
1545,ok,43.1699,43.1699,11
15450,ok,37.3233,37.3233,19
15451,ok,47.0150,47.0150,34
15452,ok,32.5603,32.5603,30
15453,ok,46.4488,46.4488,10
15454,ok,43.1165,43.1165,37
15455,ok,27.2248,27.2248,21
15456,ok,48.6955,48.6955,33
15457,ok,46.3516,46.3516,46
15458,ok,46.0723,46.0723,12
15459,ok,42.3596,42.3596,14
1546,ok,43.4836,43.4836,28
15460,ok,20.0443,20.0443,39
15461,ok,42.5871,42.5871,12
15462,ok,38.7431,38.7431,14
15463,ok,32.4705,32.4705,28
15464,ok,41.1642,41.1642,22
15465,ok,38.1610,38.1610,26
15466,ok,34.4788,34.4788,20
15467,ok,29.3504,29.3504,25
15468,ok,34.7656,34.7656,25
15469,ok,34.1505,34.1505,46
1547,ok,47.3814,47.3814,35
15470,ok,38.5225,38.5225,17
15471,ok,37.2756,37.2756,30
15472,ok,47.9096,47.9096,23
15473,ok,44.6828,44.6828,24
15474,ok,36.4769,36.4769,18
15475,ok,26.1974,26.1974,19
15477,ok,41.6410,41.6410,40
15478,ok,49.6393,49.6393,28
15479,ok,34.8103,34.8103,29
1548,ok,42.6038,42.6038,33
15480,ok,49.9049,49.9049,33
15481,ok,49.8800,49.8800,27
15482,ok,39.4998,39.4998,16
15483,ok,49.6778,49.6778,25
15484,ok,48.3775,48.3775,28
15485,ok,46.0631,46.0631,20
15486,ok,30.3784,30.3784,11
15487,ok,20.5654,20.5654,26
15488,ok,15.8068,15.8068,23
15489,ok,47.7294,47.7294,41
1549,ok,28.6263,28.6263,24
15490,ok,23.3597,23.3597,13
15491,ok,34.8510,34.8510,21
15492,ok,47.4255,47.4255,21
15493,ok,49.4762,49.4762,34
15494,ok,48.9679,48.9679,11
15495,ok,49.3727,49.3727,23
15496,ok,40.5076,40.5076,16
15497,ok,34.8025,34.8025,20
15498,ok,47.4196,47.4196,40
15499,ok,43.4701,43.4701,25
155,ok,37.5957,37.2705,26
1550,ok,40.8863,40.8863,14
15500,ok,35.0206,35.0206,25
15501,ok,47.1281,47.1281,37
15502,ok,37.9316,37.9316,31
15503,ok,40.8094,40.8094,30
15504,ok,36.5251,36.5251,35
15505,ok,49.1764,49.1764,15
15506,ok,25.9299,25.9299,34
15508,ok,41.5983,41.5983,30
15509,ok,46.6711,46.6711,16
1551,ok,23.7000,23.7000,17
15510,ok,42.0731,42.0731,22
15511,ok,45.9718,45.9718,21
15512,ok,44.0604,44.0604,16
15513,ok,46.5615,46.5615,15
15514,ok,49.5783,49.5783,33
15515,ok,49.9458,49.9458,33
15516,ok,45.6319,44.6859,11
15517,ok,45.8229,45.8229,27
15518,ok,47.0059,47.0059,13
15519,ok,41.4940,41.4940,30
1552,ok,25.2385,25.2385,16
15520,ok,46.9845,46.9845,27
15521,ok,35.6093,35.6093,29
15522,ok,30.5924,30.5924,36
15523,ok,36.7801,36.7801,33
15524,ok,26.6378,26.6378,26
15525,ok,20.3090,18.0943,48
15526,ok,33.0282,33.0282,26
15527,ok,29.1528,29.1528,15
15528,ok,49.6034,49.6034,29
15529,ok,32.8614,32.8614,19
1553,ok,34.6879,34.6879,29
15530,ok,37.2490,37.2490,20
15531,ok,41.8778,41.8778,30
15532,ok,48.8680,48.8680,24
15533,ok,43.0702,43.0702,13
15534,ok,23.7578,23.7578,18
15535,ok,45.6406,45.6406,27
15536,ok,26.8914,26.8914,16
15537,ok,46.5463,46.5463,14
15538,ok,38.3672,38.3672,13
15539,ok,48.1067,48.1067,13
1554,ok,48.7110,48.7110,20
15540,ok,45.9470,45.9470,16
15541,ok,41.3395,41.3395,25
15542,ok,30.8195,30.8195,14
15543,ok,46.7211,46.7211,32
15544,ok,47.0162,47.0162,34
15545,ok,39.2137,39.2137,27
15546,ok,33.5427,33.5427,27
15547,ok,49.7733,49.7733,22
15548,ok,46.9872,46.9872,14
15549,ok,32.9466,32.9466,18
1555,ok,20.0400,20.0400,8
15550,ok,43.4939,43.4939,15
15551,ok,41.3045,39.4418,36
15552,ok,31.0969,30.8565,12
15553,ok,20.6059,20.6059,17
15554,ok,33.5434,33.5434,17
15555,ok,44.1126,44.1125,19
15556,ok,40.6334,40.6334,38
15557,ok,46.4201,46.4201,36
15558,ok,47.3760,47.3760,29
15559,ok,43.7588,43.7588,14
1556,ok,39.9840,39.9840,21
15560,ok,39.6047,39.6047,25
15561,ok,32.8794,32.8794,33
15562,ok,49.9049,49.9049,16
15563,ok,46.1069,46.1069,24
15564,ok,46.5794,46.0781,16
15565,ok,44.5514,44.5514,13
15566,ok,49.7295,49.7295,29
15567,ok,43.2985,43.2985,21
15568,ok,45.9383,45.9383,12
15569,ok,24.6080,24.6080,32
1557,ok,49.5509,49.5509,29
15570,ok,40.5452,40.5452,46
15571,ok,46.5610,46.5610,21
15572,ok,45.4100,45.4100,15
15573,ok,48.8118,48.8118,33
15574,ok,47.0738,47.0738,20
15575,ok,39.9997,39.9997,31
15576,ok,43.3790,43.3790,37
15577,ok,47.1451,47.1451,15
15578,ok,29.8716,29.8716,24
